dataset,path,class_id,target_index,target_label,codec,quality,predicted_index,predicted_class,top1_confidence,is_correct,original_size_bytes,compressed_size_bytes,compression_ratio,psnr,ssim
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00009111.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.6712387204170227,True,34065,33010,1.03196001211754,39.74166480711099,0.9922601581675915
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00009191.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5530182123184204,True,37836,36677,1.0316001854022958,37.55404325713849,0.9903522122696593
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00017472.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4514849781990051,True,29470,28697,1.0269366135833013,42.02626337591778,0.9915398730416664
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00017700.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.458344429731369,True,27741,26957,1.0290833549727343,41.17666902801854,0.9911433348673949
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00021740.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5025743246078491,True,40286,38910,1.0353636597275764,38.561427462354864,0.9936240455217771
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00029930.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4052683115005493,True,51788,48491,1.0679919985151884,31.820468515479575,0.9819503429988515
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00030740.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.6156258583068848,True,19499,18972,1.0277777777777777,44.694477801774454,0.9930539575186792
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00037861.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4511137306690216,True,38394,37236,1.0310989365130518,38.53760733812598,0.9901859166645904
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00045880.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.37239015102386475,True,41226,39958,1.0317333199859853,37.96295833856635,0.990337450478629
imagenette,data/imagenette2-320/val/n01440764/ILSVRC2012_val_00046252.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.49212267994880676,True,40858,39354,1.0382172079077094,37.43880479176984,0.9891754903100011
imagenette,data/imagenette2-320/val/n01440764/n01440764_10040.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.36201995611190796,True,27185,26354,1.0315322152234956,40.46427623289467,0.9904688858614406
imagenette,data/imagenette2-320/val/n01440764/n01440764_10042.JPEG,n01440764,0,tench,jpeg,70,389,barracouta,0.242669478058815,False,20797,20148,1.0322116339090728,44.535866532039066,0.9935438182237517
imagenette,data/imagenette2-320/val/n01440764/n01440764_10110.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.42601731419563293,True,42233,40683,1.038099451859499,37.02450761414385,0.99121723187471
imagenette,data/imagenette2-320/val/n01440764/n01440764_10120.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.357607901096344,True,17864,17410,1.0260769672601953,45.40685073953756,0.9924778467383232
imagenette,data/imagenette2-320/val/n01440764/n01440764_10150.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5772233605384827,True,28171,27310,1.0315269132186013,40.63918633288168,0.9905201954012318
imagenette,data/imagenette2-320/val/n01440764/n01440764_10162.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4633277356624603,True,58855,56977,1.0329606683398564,34.48020846634153,0.9906902117470552
imagenette,data/imagenette2-320/val/n01440764/n01440764_10211.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.2678707242012024,True,26911,26110,1.0306779011872846,40.6586605572436,0.9903764131162328
imagenette,data/imagenette2-320/val/n01440764/n01440764_10251.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5335962176322937,True,36410,35165,1.0354045215413052,38.347263041766716,0.9915453629277268
imagenette,data/imagenette2-320/val/n01440764/n01440764_10281.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5130262970924377,True,35692,34427,1.0367444157202197,39.22790185090192,0.9915547296823254
imagenette,data/imagenette2-320/val/n01440764/n01440764_10290.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.6337037682533264,True,33837,32886,1.0289180806422187,39.86778702898984,0.9896834549351808
imagenette,data/imagenette2-320/val/n01440764/n01440764_10320.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4932515621185303,True,17586,17117,1.0273996611555762,44.32369149570814,0.9916938024449781
imagenette,data/imagenette2-320/val/n01440764/n01440764_10331.JPEG,n01440764,0,tench,jpeg,70,394,sturgeon,0.26622870564460754,False,29247,28354,1.0314946744727376,41.74834381155165,0.9917908032166198
imagenette,data/imagenette2-320/val/n01440764/n01440764_10342.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.41475674510002136,True,54309,52489,1.0346739316809237,39.488894104854595,0.989893951170389
imagenette,data/imagenette2-320/val/n01440764/n01440764_10361.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.47520706057548523,True,35585,34421,1.0338165654687546,38.463011234862144,0.9922196779791187
imagenette,data/imagenette2-320/val/n01440764/n01440764_10380.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.3846239745616913,True,31023,30003,1.033996600339966,41.0236317253202,0.9920827890749293
imagenette,data/imagenette2-320/val/n01440764/n01440764_10382.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.512517511844635,True,29788,28805,1.0341260197882312,41.88144508370275,0.992692042046779
imagenette,data/imagenette2-320/val/n01440764/n01440764_10410.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4804054796695709,True,23142,22476,1.0296316070475173,44.096981132876316,0.991625958522571
imagenette,data/imagenette2-320/val/n01440764/n01440764_10462.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5041090250015259,True,20674,19999,1.0337516875843793,43.99026571230853,0.9907121959526028
imagenette,data/imagenette2-320/val/n01440764/n01440764_10470.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4328216016292572,True,30801,29837,1.0323088782384289,41.07384293210809,0.9923862459436655
imagenette,data/imagenette2-320/val/n01440764/n01440764_10482.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5093888640403748,True,23850,23115,1.0317975340687866,43.50634805639651,0.9926878785308433
imagenette,data/imagenette2-320/val/n01440764/n01440764_10491.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5316933989524841,True,28623,27777,1.0304568527918783,40.91424698606679,0.9909547171775944
imagenette,data/imagenette2-320/val/n01440764/n01440764_10531.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5052834153175354,True,32913,31997,1.0286276838453605,39.459238236657164,0.9896891218747775
imagenette,data/imagenette2-320/val/n01440764/n01440764_10542.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.3499095141887665,True,27080,26227,1.0325237350821672,44.5545987677375,0.9935554091384337
imagenette,data/imagenette2-320/val/n01440764/n01440764_10550.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.36802658438682556,True,44040,42711,1.0311161059211913,37.2808396615578,0.9914752433648512
imagenette,data/imagenette2-320/val/n01440764/n01440764_10592.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.7255142331123352,True,25319,24405,1.0374513419381275,43.292483994002026,0.9944788125557419
imagenette,data/imagenette2-320/val/n01440764/n01440764_10740.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4357117712497711,True,30075,29029,1.0360329325846567,41.43759991997629,0.9931337468965317
imagenette,data/imagenette2-320/val/n01440764/n01440764_10792.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.45440474152565,True,19579,18990,1.0310163243812533,43.57490057001918,0.9923645155469085
imagenette,data/imagenette2-320/val/n01440764/n01440764_10812.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.6720354557037354,True,29882,28843,1.0360226051381618,40.692469633904544,0.9899163000805258
imagenette,data/imagenette2-320/val/n01440764/n01440764_10822.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.525959849357605,True,24802,24077,1.0301117248826681,41.632356852336414,0.9909341122071608
imagenette,data/imagenette2-320/val/n01440764/n01440764_10852.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.419816792011261,True,25645,24870,1.0311620426216326,40.49544436654675,0.9919648815068515
imagenette,data/imagenette2-320/val/n01440764/n01440764_1091.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4253495931625366,True,18105,17626,1.0271757630772722,44.536176015102924,0.9902919816525494
imagenette,data/imagenette2-320/val/n01440764/n01440764_10910.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.44825634360313416,True,49190,47564,1.034185518459339,37.89829670377513,0.9923863402901202
imagenette,data/imagenette2-320/val/n01440764/n01440764_11011.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.6299940347671509,True,27752,26909,1.0313278085398938,42.24726446434447,0.992122012323585
imagenette,data/imagenette2-320/val/n01440764/n01440764_11151.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4370441138744354,True,21501,20887,1.0293962751950974,45.182773014202255,0.9942489135647966
imagenette,data/imagenette2-320/val/n01440764/n01440764_11170.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5157956480979919,True,58536,56217,1.0412508671754095,34.42200714399888,0.9877578323456749
imagenette,data/imagenette2-320/val/n01440764/n01440764_11190.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5890703201293945,True,32385,31314,1.0342019543973942,40.86753569445949,0.9934698974226922
imagenette,data/imagenette2-320/val/n01440764/n01440764_11211.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5594678521156311,True,15459,15030,1.0285429141716567,45.92803940419304,0.9927588877837755
imagenette,data/imagenette2-320/val/n01440764/n01440764_11281.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.46648404002189636,True,18783,18226,1.0305607374080983,44.86390665195436,0.9922879559975205
imagenette,data/imagenette2-320/val/n01440764/n01440764_11331.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4445333778858185,True,41909,40492,1.0349945668280154,37.604682973449584,0.9902827909944804
imagenette,data/imagenette2-320/val/n01440764/n01440764_11350.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4453437626361847,True,22255,21596,1.0305149101685498,43.56269814341176,0.991972381769796
imagenette,data/imagenette2-320/val/n01440764/n01440764_11400.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5436407327651978,True,30843,29930,1.0305045105245574,39.265560869448954,0.9903175067554127
imagenette,data/imagenette2-320/val/n01440764/n01440764_1141.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.29512542486190796,True,23838,23067,1.0334243724801664,43.61931862981127,0.9931906668819307
imagenette,data/imagenette2-320/val/n01440764/n01440764_11420.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.49545446038246155,True,30469,29408,1.036078618063112,40.134693516099816,0.9898151558128406
imagenette,data/imagenette2-320/val/n01440764/n01440764_11570.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4765094220638275,True,33308,32549,1.023318688746198,41.18764094624434,0.9889213484715187
imagenette,data/imagenette2-320/val/n01440764/n01440764_11590.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5255430936813354,True,24549,23799,1.0315139291566873,43.40990688279933,0.9910591521058706
imagenette,data/imagenette2-320/val/n01440764/n01440764_11602.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.6700752973556519,True,20003,19434,1.0292785839250798,44.79275866690411,0.9931512126832942
imagenette,data/imagenette2-320/val/n01440764/n01440764_11612.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.6319878101348877,True,28297,27441,1.031194198462155,42.41449816974429,0.9920375106144935
imagenette,data/imagenette2-320/val/n01440764/n01440764_11650.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5144802331924438,True,25703,24947,1.0303042449993987,41.83686184307018,0.9920831595994665
imagenette,data/imagenette2-320/val/n01440764/n01440764_11652.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5397666096687317,True,34315,33276,1.0312237047722081,39.88247116472085,0.9922185026381253
imagenette,data/imagenette2-320/val/n01440764/n01440764_11750.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.42880475521087646,True,28761,27988,1.0276189795626698,42.05961035583732,0.9911397600588545
imagenette,data/imagenette2-320/val/n01440764/n01440764_11762.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.45906442403793335,True,24974,24189,1.0324527677870106,43.46490410967823,0.9921037429049432
imagenette,data/imagenette2-320/val/n01440764/n01440764_11830.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.47032397985458374,True,38565,37246,1.0354131987327497,37.862826188328235,0.9906949245940178
imagenette,data/imagenette2-320/val/n01440764/n01440764_11841.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4488651752471924,True,21216,20603,1.0297529485997186,43.99603862280625,0.99279998534309
imagenette,data/imagenette2-320/val/n01440764/n01440764_11881.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.49593585729599,True,24952,24140,1.0336371168185583,41.92493114590168,0.9942374641841975
imagenette,data/imagenette2-320/val/n01440764/n01440764_11930.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.47191116213798523,True,41482,40123,1.033870847145029,37.472719536952155,0.9883137635206037
imagenette,data/imagenette2-320/val/n01440764/n01440764_11972.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5879528522491455,True,26842,26006,1.0321464277474428,42.77823023574767,0.9925889177301762
imagenette,data/imagenette2-320/val/n01440764/n01440764_12021.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4901760220527649,True,16994,16541,1.0273864941660118,43.052551770633094,0.9902126923201674
imagenette,data/imagenette2-320/val/n01440764/n01440764_12040.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4196639358997345,True,38532,37232,1.0349162011173185,37.903595027113454,0.992368869376476
imagenette,data/imagenette2-320/val/n01440764/n01440764_12090.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5104775428771973,True,20393,19834,1.028183926590703,42.421746127853915,0.9912772873595653
imagenette,data/imagenette2-320/val/n01440764/n01440764_12100.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.4425235688686371,True,29504,28737,1.0266903295403138,41.513066383282855,0.9915657151497012
imagenette,data/imagenette2-320/val/n01440764/n01440764_12111.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.35692620277404785,True,17776,17295,1.0278115062156692,44.89169797076621,0.991383268674317
imagenette,data/imagenette2-320/val/n01440764/n01440764_12131.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5205903053283691,True,24036,23199,1.0360791413422992,42.295816276579295,0.99338037278378
imagenette,data/imagenette2-320/val/n01440764/n01440764_12151.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.44465869665145874,True,24868,24058,1.0336686341341756,40.82553352653765,0.9906519602610189
imagenette,data/imagenette2-320/val/n01440764/n01440764_12182.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5612688660621643,True,32912,31774,1.0358154465915528,39.62460248308028,0.9916111126455367
imagenette,data/imagenette2-320/val/n01440764/n01440764_12211.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5413573980331421,True,17225,16713,1.03063483515826,45.106969179417824,0.9928088522235335
imagenette,data/imagenette2-320/val/n01440764/n01440764_12241.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.45235276222229004,True,18078,17623,1.025818532599444,43.665018902046306,0.9813828395764634
imagenette,data/imagenette2-320/val/n01440764/n01440764_12250.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.46242326498031616,True,22244,21548,1.0322999814367924,41.31175773186919,0.9908089269826453
imagenette,data/imagenette2-320/val/n01440764/n01440764_12291.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.7669864892959595,True,37480,36325,1.0317962835512733,42.42109305742379,0.9924811176619756
imagenette,data/imagenette2-320/val/n01440764/n01440764_1232.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.42549675703048706,True,27752,26805,1.0353292296213392,43.1623680208219,0.9919639974118604
imagenette,data/imagenette2-320/val/n01440764/n01440764_12362.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5786248445510864,True,22195,21536,1.030599925705795,43.217755658796975,0.991128802437225
imagenette,data/imagenette2-320/val/n01440764/n01440764_12502.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.642832338809967,True,30107,29106,1.0343915343915344,40.341960243633864,0.9910273926096481
imagenette,data/imagenette2-320/val/n01440764/n01440764_12571.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.5544568300247192,True,23209,22465,1.0331181838415313,44.25668077509175,0.9935413323790203
imagenette,data/imagenette2-320/val/n01440764/n01440764_12572.JPEG,n01440764,0,tench,jpeg,70,0,tench,0.47039955854415894,True,26103,25358,1.029379288587428,39.51217327492039,0.9826047542602128
